EmployeeID,FirstName,LastName,Gender,Age,Department,JobTitle,HireDate,YearsAtCompany,Salary,PerformanceRating,Attrition,Education,MaritalStatus,Overtime,TrainingHours,SickDays,City
E101080,David,Johnson,Male,43,Operations,Operations Analyst,2020-02-29,5.8,81380,2,Yes,High School,Divorced,Yes,29,5,Chicago
E101081,Patricia,Garcia,Female,36,HR,HR Specialist,2022-01-18,4,74561,3,No,Master,Single,No,47,15,Denver
E101082,James,Jones,Female,30,IT,Software Engineer,2025-10-27,0.2,102003,4,No,Bachelor,Married,Yes,28,7,Miami
E101083,John,Taylor,Male,32,Customer Support,Support Lead,2019-07-29,6.4,58971,4,No,High School,Married,No,26,14,Atlanta
E101084,James,Hernandez,Male,41,Sales,Sales Rep,2014-04-08,11.7,93693,4,No,Associate,Divorced,No,28,6,Miami
E101085,Sarah,Martinez,Male,54,Customer Support,Support Lead,2024-10-21,1.2,61246,3,Yes,Master,Divorced,Yes,21,8,Seattle
E101086,Patricia,Thomas,Female,42,Operations,Operations Analyst,2023-08-26,2.4,67572,3,No,Associate,Married,No,44,15,Miami
E101087,William,Miller,Female,57,Operations,Operations Manager,2012-11-21,13.1,81898,4,No,Associate,Single,Yes,3,1,Denver
E101088,Matthew,Rodriguez,Female,49,Finance,Financial Analyst,2022-02-26,3.8,100117,3,No,Bachelor,Single,Yes,51,1,Phoenix
E101089,John,Wilson,Male,53,Marketing,Marketing Manager,2018-05-24,7.6,57376,4,No,Associate,Divorced,No,9,4,Seattle
E101090,David,Smith,Female,37,Operations,Operations Manager,2012-09-07,13.3,73726,3,No,Bachelor,Single,Yes,50,4,Boston
E101091,Mary,Hernandez,Male,24,Finance,Accountant,2018-09-21,7.3,78801,3,No,Associate,Single,No,57,0,Dallas
E101092,Mary,Smith,Male,22,Marketing,Marketing Specialist,2022-06-27,3.5,65135,4,No,High School,Single,Yes,47,0,Miami
E101093,Matthew,Miller,Male,55,Marketing,Marketing Manager,2014-10-11,11.2,59059,5,No,High School,Married,No,59,9,Phoenix
E101094,Lisa,Martin,Male,32,Marketing,Marketing Specialist,2012-08-05,13.4,54711,3,No,High School,Single,Yes,36,7,Phoenix
E101095,Jennifer,Gonzalez,Male,27,Operations,Operations Analyst,2012-10-28,13.2,60019,3,Yes,High School,Single,Yes,34,12,Seattle
E101096,Linda,Martinez,Female,60,Operations,Operations Analyst,2019-04-04,6.8,81174,3,No,Master,Divorced,No,33,4,Chicago
E101097,Daniel,Garcia,Male,26,IT,Data Analyst,2022-10-21,3.2,75967,3,No,Associate,Single,No,31,6,Miami
E101098,Elizabeth,Gonzalez,Male,44,HR,HR Manager,2019-04-15,6.7,64659,3,No,High School,Married,No,49,11,Chicago
E101099,Linda,Garcia,Female,54,Sales,Sales Manager,2021-11-25,4.1,50957,5,No,Bachelor,Divorced,Yes,43,12,Miami
E101100,Patricia,Brown,Female,56,HR,HR Manager,2015-05-28,10.6,62074,4,No,Master,Divorced,No,15,13,Chicago
E101101,Lisa,Miller,Male,52,Sales,Sales Manager,2024-06-09,1.6,53856,5,No,Master,Single,Yes,39,1,Phoenix
E101102,Jessica,Smith,Female,56,Customer Support,Support Agent,2024-07-01,1.5,63784,3,No,Bachelor,Divorced,No,32,15,Dallas
E101103,Sarah,Thomas,Male,30,Finance,Financial Analyst,2012-05-05,13.7,100163,3,Yes,Bachelor,Divorced,Yes,44,9,Atlanta
E101104,Elizabeth,Johnson,Male,50,Customer Support,Support Agent,2022-02-28,3.8,37254,3,No,High School,Single,No,45,1,Seattle
E101105,Michael,Moore,Female,24,Customer Support,Support Agent,2020-02-07,5.9,35715,3,Yes,High School,Divorced,Yes,56,9,Denver
E101106,James,Anderson,Female,46,IT,Software Engineer,2015-08-21,10.4,84883,2,Yes,High School,Married,Yes,35,14,Chicago
E101107,Jennifer,Miller,Female,60,Customer Support,Support Lead,2017-07-16,8.5,77084,4,No,High School,Single,No,22,14,Denver
E101108,Sarah,Thomas,Male,49,IT,IT Support,2017-04-11,8.7,104093,4,No,Master,Married,Yes,20,15,Dallas
E101109,Daniel,Brown,Female,25,Finance,Accountant,2014-04-17,11.7,72637,4,No,Master,Married,Yes,9,7,Dallas
E101110,Patricia,Thomas,Male,31,Finance,Accountant,2020-07-30,5.4,102281,3,No,Associate,Married,Yes,51,2,Miami
E101111,Patricia,Jones,Male,23,Operations,Operations Manager,2020-04-17,5.7,90232,3,No,Bachelor,Divorced,Yes,54,10,Phoenix
E101112,Daniel,Jones,Male,32,Marketing,Marketing Specialist,2018-07-02,7.5,92369,3,No,Bachelor,Single,Yes,43,14,Dallas
E101113,David,Martinez,Female,25,Operations,Operations Analyst,2014-01-22,12,78857,3,No,Master,Married,Yes,33,4,Boston
E101114,Michael,Johnson,Female,54,Operations,Operations Analyst,2013-09-10,12.3,92627,2,No,Master,Divorced,Yes,27,11,Chicago
E101115,Matthew,Anderson,Male,54,Customer Support,Support Agent,2025-07-08,0.5,65681,3,No,Master,Single,No,46,10,Phoenix
E101116,Elizabeth,Taylor,Female,26,Customer Support,Support Lead,2014-08-08,11.4,76783,3,No,Associate,Divorced,Yes,7,13,Denver
E101117,Linda,Thomas,Female,33,Sales,Sales Rep,2025-08-31,0.3,94891,3,No,Associate,Single,Yes,53,3,Miami
E101118,Mary,Taylor,Male,33,Finance,Financial Analyst,2012-12-13,13.1,62101,3,Yes,Master,Married,Yes,29,14,Atlanta
E101119,John,Thomas,Female,23,Customer Support,Support Lead,2016-12-16,9,52836,3,No,High School,Single,No,1,0,Miami
E101120,Daniel,Taylor,Female,58,IT,IT Support,2022-12-06,3.1,112205,5,No,High School,Divorced,No,37,1,Denver
E101121,Linda,Jones,Female,57,HR,HR Manager,2016-07-08,9.5,55226,5,No,Bachelor,Married,Yes,35,10,Boston
E101122,Elizabeth,Lopez,Female,41,Sales,Sales Rep,2015-06-16,10.6,81537,3,Yes,High School,Married,Yes,55,6,Seattle
E101123,Lisa,Gonzalez,Male,45,HR,HR Specialist,2016-01-27,9.9,54050,5,No,Associate,Divorced,Yes,50,12,Chicago
E101124,Daniel,Jones,Female,45,IT,Data Analyst,2022-07-10,3.5,107121,3,No,Bachelor,Divorced,No,3,5,Atlanta
E101125,Patricia,Johnson,Male,24,Marketing,Marketing Manager,2012-11-25,13.1,97301,2,Yes,High School,Married,Yes,43,4,Denver
E101126,Sarah,Williams,Female,42,Finance,Financial Analyst,2020-08-25,5.4,77660,4,Yes,Master,Single,No,56,8,Chicago
E101127,Elizabeth,Smith,Male,49,Sales,Sales Rep,2021-08-13,4.4,94462,3,Yes,Master,Single,Yes,17,3,Boston
E101128,Jennifer,Moore,Female,33,Finance,Accountant,2022-03-23,3.8,79897,3,No,High School,Divorced,Yes,19,6,Atlanta
E101129,Michael,Brown,Female,59,IT,Software Engineer,2017-04-26,8.7,109629,5,No,Master,Single,No,6,13,Atlanta
E101130,Joseph,Jones,Female,59,IT,Data Analyst,2025-01-05,1,85783,5,No,Associate,Married,Yes,37,10,Miami
E101131,Patricia,Lopez,Male,52,HR,HR Manager,2015-08-03,10.4,63598,3,Yes,High School,Married,Yes,40,9,Denver
E101132,Thomas,Jackson,Female,31,Operations,Operations Manager,2023-08-20,2.4,91114,3,Yes,Bachelor,Divorced,Yes,57,8,Seattle
E101133,Jennifer,Smith,Male,52,Customer Support,Support Lead,2023-04-06,2.7,52252,3,No,Master,Divorced,No,40,8,Boston
E101134,Jessica,Hernandez,Female,45,HR,HR Specialist,2025-10-08,0.2,81267,4,No,Bachelor,Divorced,No,8,6,Atlanta
E101135,Daniel,Jones,Male,55,HR,HR Specialist,2023-07-27,2.4,45236,5,No,High School,Married,Yes,13,2,Seattle
E101136,Linda,Brown,Male,53,Sales,Sales Rep,2018-12-05,7.1,59179,2,Yes,Associate,Single,Yes,40,1,Phoenix
E101137,John,Williams,Female,29,Sales,Sales Rep,2018-12-29,7,88544,4,No,Master,Married,Yes,12,7,Boston
E101138,Lisa,Anderson,Female,49,IT,Software Engineer,2021-03-27,4.8,88370,2,No,Associate,Married,No,2,8,Miami
E101139,Joseph,Garcia,Female,25,Sales,Sales Rep,2013-08-04,12.4,87223,4,No,High School,Single,No,42,13,Phoenix
E101140,Thomas,Jackson,Female,27,HR,HR Specialist,2025-03-30,0.8,74704,3,No,Associate,Divorced,Yes,34,13,Miami
E101141,Karen,Davis,Male,25,Finance,Financial Analyst,2025-04-26,0.7,86209,4,No,Associate,Single,No,11,4,Boston
E101142,Jennifer,Moore,Female,41,Sales,Sales Manager,2017-03-11,8.8,67414,4,No,Master,Married,Yes,50,7,Phoenix
E101143,Linda,Jones,Male,56,Sales,Sales Manager,2013-11-07,12.2,90169,3,No,Associate,Single,Yes,25,12,Dallas
E101144,Thomas,Thomas,Male,46,Customer Support,Support Agent,2021-09-25,4.3,55831,4,No,Master,Married,No,44,13,Chicago
E101145,James,Smith,Male,52,Operations,Operations Manager,2012-05-28,13.6,82556,3,Yes,High School,Single,Yes,60,3,Seattle
E101146,Jessica,Williams,Female,50,Operations,Operations Manager,2014-07-29,11.4,55693,4,No,Associate,Single,Yes,39,8,Atlanta
E101147,Elizabeth,Rodriguez,Male,39,Marketing,Marketing Specialist,2024-04-06,1.7,96521,2,No,Bachelor,Single,No,38,11,Chicago
E101148,Karen,Gonzalez,Male,33,HR,HR Specialist,2021-04-27,4.7,52418,5,No,Associate,Single,No,45,5,Atlanta
E101149,Joseph,Thomas,Male,44,IT,Software Engineer,2017-02-25,8.9,79438,4,No,Associate,Married,No,3,2,Seattle
E101150,Matthew,Jones,Female,24,Operations,Operations Analyst,2021-04-20,4.7,64564,4,No,Bachelor,Divorced,Yes,18,1,Seattle
E101151,Matthew,Brown,Female,59,IT,Data Analyst,2018-10-25,7.2,83965,3,Yes,Bachelor,Married,Yes,31,15,Boston
E101152,Daniel,Jones,Male,30,Customer Support,Support Agent,2018-07-29,7.4,71674,3,Yes,Master,Single,No,6,2,Dallas
E101153,David,Hernandez,Male,52,IT,Software Engineer,2022-02-10,3.9,111047,2,Yes,Associate,Divorced,Yes,6,8,Dallas
E101154,Michael,Taylor,Female,26,Marketing,Marketing Specialist,2022-08-07,3.4,70457,4,No,High School,Divorced,No,35,4,Dallas
E101155,Karen,Smith,Female,46,Customer Support,Support Agent,2016-05-30,9.6,62039,3,No,Associate,Divorced,No,47,12,Seattle
E101156,Patricia,Brown,Male,31,Marketing,Marketing Specialist,2018-03-24,7.8,68486,3,No,High School,Married,No,36,9,Phoenix
E101157,Joseph,Anderson,Female,29,Sales,Sales Manager,2023-02-17,2.9,69489,3,Yes,Master,Divorced,No,30,2,Dallas
E101158,Karen,Johnson,Male,44,Sales,Sales Rep,2024-06-05,1.6,80613,3,No,Master,Divorced,No,48,0,Miami
E101159,Robert,Smith,Male,39,Operations,Operations Manager,2023-09-04,2.3,87753,3,No,Bachelor,Divorced,No,44,13,Boston
E101160,Patricia,Moore,Male,34,Finance,Financial Analyst,2020-09-28,5.3,94740,5,No,Bachelor,Divorced,No,16,14,Dallas
E101161,William,Anderson,Female,56,Finance,Accountant,2024-07-05,1.5,73011,2,No,Bachelor,Married,No,31,15,Chicago
E101162,Joseph,Martin,Female,53,Operations,Operations Analyst,2017-07-10,8.5,64202,3,No,Master,Divorced,No,19,4,Phoenix
E101163,William,Thomas,Female,43,Marketing,Marketing Manager,2017-01-09,9,73478,2,Yes,Associate,Divorced,Yes,33,9,Chicago
E101164,Sarah,Jones,Female,36,Operations,Operations Analyst,2015-10-13,10.2,70507,4,No,Master,Divorced,Yes,48,1,Boston
E101165,Patricia,Taylor,Female,24,Operations,Operations Manager,2022-12-25,3,83323,3,No,Bachelor,Single,No,19,0,Miami
E101166,Joseph,Brown,Male,60,Finance,Accountant,2013-10-15,12.2,68352,5,No,Associate,Single,Yes,10,5,Denver
E101167,Jennifer,Jones,Male,55,IT,Software Engineer,2024-04-16,1.7,93785,3,No,Bachelor,Married,No,48,13,Miami
E101168,Sarah,Lopez,Female,34,Customer Support,Support Agent,2015-01-09,11,51103,5,No,Bachelor,Divorced,No,25,2,Boston
E101169,Lisa,Smith,Female,35,HR,HR Manager,2017-11-05,8.2,49428,4,No,High School,Married,Yes,23,7,Miami
E101170,Michael,Lopez,Female,49,Customer Support,Support Lead,2013-03-07,12.8,57270,5,No,Associate,Married,Yes,23,9,Boston
E101171,Matthew,Gonzalez,Male,46,IT,Software Engineer,2020-06-02,5.6,95797,3,No,Bachelor,Divorced,No,13,0,Miami
E101172,Mary,Hernandez,Male,37,Finance,Financial Analyst,2020-12-19,5,77324,3,No,Bachelor,Divorced,No,13,6,Denver
E101173,William,Martinez,Male,22,HR,HR Specialist,2013-10-23,12.2,60826,3,No,Master,Divorced,No,15,11,Phoenix
E101174,Patricia,Jones,Male,53,Marketing,Marketing Manager,2020-10-27,5.2,65805,3,No,Master,Single,No,8,14,Boston
E101175,David,Martin,Female,26,Customer Support,Support Lead,2020-04-14,5.7,51546,3,No,Bachelor,Married,No,3,8,Miami
E101176,Sarah,Davis,Female,37,Operations,Operations Analyst,2021-02-27,4.8,68682,3,No,Bachelor,Divorced,No,7,8,Miami
E101177,Patricia,Jones,Female,42,IT,Software Engineer,2012-08-23,13.4,111815,2,No,High School,Divorced,Yes,57,9,Phoenix
E101178,Mary,Taylor,Female,54,Customer Support,Support Lead,2022-12-31,3,69042,5,No,Master,Single,No,47,10,Boston
E101179,Linda,Jones,Female,56,Finance,Financial Analyst,2015-06-15,10.6,72650,4,No,Master,Divorced,Yes,6,14,Atlanta
E101180,Linda,Davis,Male,24,HR,HR Manager,2024-03-25,1.8,51552,2,No,Master,Married,Yes,11,7,Miami
E101181,Joseph,Rodriguez,Female,47,HR,HR Specialist,2023-04-03,2.8,76828,3,No,Bachelor,Married,No,39,8,Phoenix
E101182,Thomas,Jackson,Male,44,Sales,Sales Manager,2025-08-02,0.4,58719,3,Yes,Bachelor,Married,Yes,36,14,Chicago
E101183,Matthew,Jackson,Male,24,Marketing,Marketing Specialist,2018-01-29,7.9,73581,3,No,High School,Married,Yes,11,10,Atlanta
E101184,Mary,Wilson,Female,47,Customer Support,Support Agent,2018-02-15,7.9,63337,5,No,Associate,Married,No,56,7,Miami
E101185,Jennifer,Garcia,Female,30,HR,HR Specialist,2021-05-12,4.6,53687,3,No,Associate,Married,Yes,33,6,Atlanta
E101186,Jennifer,Hernandez,Male,29,HR,HR Manager,2024-10-27,1.2,53093,4,No,Associate,Divorced,No,22,8,Chicago
E101187,Michael,Jackson,Female,46,Operations,Operations Manager,2024-09-29,1.3,89457,4,No,Associate,Married,Yes,34,3,Atlanta
E101188,Robert,Garcia,Male,30,HR,HR Specialist,2020-11-22,5.1,61841,5,No,Bachelor,Married,No,17,10,Atlanta
E101189,David,Davis,Female,28,Sales,Sales Rep,2023-02-06,2.9,68948,3,No,Bachelor,Married,Yes,0,10,Seattle
E101190,Daniel,Anderson,Male,24,IT,Data Analyst,2021-06-15,4.6,77706,4,No,Associate,Single,No,8,9,Phoenix
E101191,David,Gonzalez,Male,53,HR,HR Specialist,2014-09-06,11.3,47020,3,Yes,Bachelor,Divorced,Yes,35,3,Chicago
E101192,Sarah,Lopez,Female,56,Finance,Accountant,2023-11-10,2.1,64373,3,No,Master,Married,No,12,0,Atlanta
E101193,Jennifer,Johnson,Male,58,Operations,Operations Manager,2024-09-01,1.3,69223,3,Yes,High School,Married,Yes,28,9,Dallas
E101194,Michael,Martinez,Male,27,HR,HR Specialist,2020-05-30,5.6,54306,3,No,Associate,Single,No,41,13,Miami
E101195,Karen,Davis,Female,60,Operations,Operations Analyst,2025-03-17,0.8,56314,4,No,Master,Single,Yes,12,11,Phoenix
E101196,William,Davis,Female,55,Customer Support,Support Lead,2013-12-28,12,74320,3,No,High School,Single,Yes,58,13,Dallas
E101197,Lisa,Brown,Male,46,Marketing,Marketing Specialist,2016-07-14,9.5,67442,2,Yes,Master,Married,Yes,12,4,Miami
E101198,Patricia,Hernandez,Male,23,Customer Support,Support Lead,2015-02-27,10.9,44405,4,No,Master,Married,Yes,55,4,Phoenix
E101199,John,Wilson,Male,27,Operations,Operations Analyst,2024-09-23,1.3,90969,3,No,Bachelor,Divorced,No,4,6,Chicago
E101200,Patricia,Rodriguez,Male,57,Customer Support,Support Agent,2025-01-05,1,39922,3,No,High School,Divorced,No,28,8,Seattle
E101201,Lisa,Lopez,Male,37,Marketing,Marketing Manager,2016-03-06,9.8,97444,2,No,Bachelor,Single,No,46,13,Phoenix
E101202,Michael,Brown,Male,53,IT,Data Analyst,2019-12-13,6.1,108713,3,Yes,Bachelor,Divorced,Yes,46,13,Seattle
E101203,Jennifer,Johnson,Female,45,IT,Data Analyst,2012-05-23,13.6,101362,5,No,Master,Divorced,Yes,60,9,Miami
E101204,Patricia,Wilson,Female,31,IT,IT Support,2017-02-20,8.9,117586,3,No,Master,Divorced,Yes,26,10,Seattle
E101205,William,Jones,Male,35,Operations,Operations Manager,2013-11-27,12.1,60557,4,No,High School,Married,Yes,16,2,Atlanta
E101206,Elizabeth,Rodriguez,Female,42,Marketing,Marketing Specialist,2016-03-04,9.8,68606,4,No,High School,Married,No,31,13,Atlanta
E101207,Jessica,Hernandez,Male,25,IT,Software Engineer,2012-04-05,13.8,90859,3,Yes,Master,Single,No,48,1,Miami
E101208,John,Taylor,Female,35,Marketing,Marketing Manager,2013-11-05,12.2,65623,5,No,High School,Single,No,0,6,Phoenix
E101209,Joseph,Gonzalez,Female,27,Sales,Sales Manager,2021-11-18,4.1,50120,3,No,High School,Single,Yes,26,7,Dallas
E101210,Jessica,Jones,Female,48,Customer Support,Support Lead,2022-12-28,3,57295,3,Yes,Master,Divorced,Yes,42,3,Boston
E101211,Karen,Brown,Female,44,Sales,Sales Rep,2020-09-21,5.3,71306,4,No,Master,Married,No,29,0,Dallas
E101212,Jessica,Thomas,Male,38,IT,Software Engineer,2012-10-14,13.2,118367,3,No,Bachelor,Married,No,6,15,Dallas
E101213,James,Brown,Male,42,Customer Support,Support Agent,2012-02-07,13.9,70503,4,No,Master,Divorced,Yes,48,15,Chicago
E101214,James,Martinez,Male,32,Customer Support,Support Agent,2012-09-27,13.3,60563,2,No,Associate,Divorced,No,53,6,Dallas
E101215,Linda,Miller,Male,46,Marketing,Marketing Specialist,2017-06-17,8.5,53580,4,No,High School,Married,Yes,33,1,Denver
E101216,Daniel,Jones,Female,41,Customer Support,Support Lead,2020-06-24,5.5,73726,3,No,Master,Married,Yes,21,12,Boston
E101217,Robert,Williams,Male,41,Marketing,Marketing Specialist,2019-03-06,6.8,71741,5,No,High School,Divorced,Yes,39,15,Atlanta
E101218,Robert,Martin,Male,44,Operations,Operations Analyst,2016-09-03,9.3,60582,3,No,Master,Divorced,Yes,55,6,Miami
E101219,Matthew,Moore,Male,39,IT,IT Support,2020-10-09,5.2,98843,3,No,Bachelor,Single,No,58,3,Boston
E101220,Susan,Martinez,Female,33,Customer Support,Support Lead,2013-11-04,12.2,74831,4,No,Bachelor,Single,Yes,17,15,Atlanta
E101221,Thomas,Garcia,Male,42,Marketing,Marketing Specialist,2012-11-04,13.2,53541,3,Yes,Master,Single,Yes,30,5,Dallas
E101222,Thomas,Moore,Female,59,IT,Software Engineer,2015-09-29,10.3,119394,3,No,Associate,Divorced,Yes,34,14,Miami
E101223,Lisa,Lopez,Female,51,Operations,Operations Manager,2024-06-10,1.6,55973,3,No,Master,Single,Yes,6,15,Dallas
E101224,David,Williams,Female,45,Sales,Sales Rep,2025-12-20,0,56179,4,No,High School,Single,No,7,0,Miami
E101225,Jennifer,Davis,Male,32,Operations,Operations Manager,2016-02-06,9.9,73344,5,Yes,Bachelor,Divorced,No,47,11,Seattle
E101226,Joseph,Lopez,Female,23,Operations,Operations Analyst,2024-12-06,1.1,72215,3,No,High School,Married,No,13,1,Denver
E101227,Daniel,Davis,Female,53,Sales,Sales Manager,2024-08-06,1.4,56565,3,No,Associate,Divorced,Yes,40,6,Chicago
E101228,Matthew,Brown,Female,44,IT,Software Engineer,2020-08-07,5.4,79350,4,No,High School,Divorced,Yes,24,13,Chicago
E101229,William,Smith,Male,24,Finance,Accountant,2021-04-18,4.7,84284,4,No,Master,Married,No,21,3,Seattle
E101230,Thomas,Rodriguez,Female,36,HR,HR Manager,2019-12-27,6,89514,4,No,Bachelor,Married,Yes,42,15,Seattle
E101231,Mary,Taylor,Male,30,Marketing,Marketing Specialist,2020-05-03,5.7,82834,2,Yes,High School,Single,Yes,43,9,Miami
E101232,Mary,Taylor,Male,38,Finance,Financial Analyst,2018-04-30,7.7,82660,2,No,High School,Single,Yes,44,7,Seattle
E101233,Michael,Johnson,Male,45,Operations,Operations Analyst,2019-09-04,6.3,78881,3,No,Bachelor,Divorced,Yes,6,5,Dallas
E101234,Matthew,Jones,Male,34,Finance,Accountant,2016-02-22,9.9,95154,3,No,High School,Divorced,Yes,39,12,Miami
E101235,Daniel,Hernandez,Female,28,Finance,Accountant,2023-11-23,2.1,96433,3,No,Master,Married,No,5,5,Phoenix
E101236,Susan,Miller,Male,27,HR,HR Specialist,2018-07-28,7.4,80929,2,No,High School,Married,No,21,0,Chicago
E101237,Michael,Anderson,Male,31,Operations,Operations Manager,2021-04-30,4.7,62225,3,No,Master,Divorced,No,60,1,Chicago
E101238,Mary,Brown,Female,44,Customer Support,Support Agent,2018-10-04,7.2,51940,3,Yes,Bachelor,Married,Yes,20,6,Seattle
E101239,Jennifer,Jones,Male,50,Marketing,Marketing Specialist,2024-10-05,1.2,56538,3,No,Bachelor,Single,No,34,6,Miami
E101240,Joseph,Hernandez,Male,53,Marketing,Marketing Specialist,2018-05-11,7.6,74216,2,No,Master,Single,No,12,4,Seattle
E101241,Linda,Wilson,Male,49,Operations,Operations Manager,2021-10-08,4.2,58303,3,No,High School,Single,No,50,13,Dallas
E101242,Joseph,Jackson,Female,44,Customer Support,Support Lead,2021-07-23,4.4,51537,4,Yes,Bachelor,Single,Yes,28,5,Denver
E101243,Jessica,Jones,Male,23,Sales,Sales Manager,2023-02-17,2.9,90426,3,No,Bachelor,Single,No,54,3,Seattle
E101244,Jennifer,Anderson,Female,56,Operations,Operations Manager,2018-06-10,7.6,68858,5,No,Associate,Single,No,44,14,Boston
E101245,Robert,Anderson,Male,24,Operations,Operations Manager,2024-02-28,1.8,93050,5,Yes,Associate,Married,Yes,45,13,Seattle
E101246,Michael,Moore,Male,54,Finance,Financial Analyst,2014-12-20,11,95555,5,Yes,High School,Married,No,38,15,Denver
E101247,Thomas,Wilson,Female,38,HR,HR Specialist,2017-05-16,8.6,55125,3,No,Master,Married,No,7,3,Boston
E101248,Linda,Hernandez,Female,29,IT,IT Support,2017-11-05,8.2,115236,4,No,High School,Married,No,34,9,Miami
E101249,Mary,Wilson,Male,32,Sales,Sales Rep,2019-02-03,6.9,92153,4,No,Master,Married,Yes,5,3,Boston
E101250,Karen,Johnson,Male,24,Customer Support,Support Agent,2020-12-21,5,62117,3,No,High School,Divorced,No,10,10,Chicago
E101251,William,Moore,Male,49,IT,Software Engineer,2024-12-12,1.1,94375,2,Yes,Master,Single,Yes,19,6,Dallas
E101252,Karen,Jones,Male,34,Finance,Financial Analyst,2018-09-06,7.3,81231,4,No,Master,Single,Yes,54,15,Seattle
E101253,Lisa,Jones,Female,30,Operations,Operations Manager,2023-04-07,2.7,71347,3,Yes,Bachelor,Divorced,Yes,33,13,Boston
E101254,Joseph,Anderson,Female,22,IT,Data Analyst,2012-09-12,13.3,105992,3,No,Master,Single,Yes,11,1,Dallas
E101255,Matthew,Jackson,Female,35,Marketing,Marketing Manager,2014-09-01,11.3,90982,4,No,Bachelor,Divorced,Yes,47,6,Chicago
E101256,Sarah,Davis,Male,49,Customer Support,Support Lead,2024-03-16,1.8,79725,4,No,Master,Divorced,Yes,54,1,Miami
E101257,Lisa,Jackson,Male,38,Operations,Operations Analyst,2025-12-08,0.1,75042,2,Yes,Associate,Divorced,Yes,1,10,Atlanta
E101258,John,Miller,Male,22,Marketing,Marketing Manager,2023-10-19,2.2,68039,4,No,Master,Divorced,No,21,11,Phoenix
E101259,Karen,Thomas,Male,39,Customer Support,Support Lead,2015-09-19,10.3,48409,5,No,High School,Divorced,Yes,0,15,Boston
E101260,Daniel,Martinez,Male,34,IT,Data Analyst,2012-04-21,13.7,104258,3,No,Master,Single,No,0,9,Boston
E101261,John,Moore,Female,48,Customer Support,Support Agent,2022-01-28,3.9,76058,3,No,High School,Divorced,Yes,5,6,Miami
E101262,Robert,Hernandez,Female,45,Finance,Accountant,2025-10-28,0.2,91260,5,No,High School,Married,Yes,42,15,Atlanta
E101263,Daniel,Lopez,Female,48,Sales,Sales Rep,2020-05-08,5.7,84399,3,No,High School,Single,No,14,13,Miami
E101264,Jennifer,Davis,Female,28,Marketing,Marketing Manager,2018-06-21,7.5,85114,4,No,High School,Single,Yes,57,3,Seattle
E101265,Susan,Johnson,Male,59,Operations,Operations Manager,2025-01-11,1,57481,2,No,High School,Married,No,3,5,Atlanta
E101266,Lisa,Rodriguez,Male,45,HR,HR Manager,2017-09-10,8.3,52654,5,No,Bachelor,Divorced,Yes,55,6,Boston
E101267,Patricia,Lopez,Female,54,Finance,Financial Analyst,2017-11-02,8.2,71924,3,Yes,High School,Divorced,Yes,58,11,Boston
E101268,Lisa,Garcia,Male,34,HR,HR Manager,2014-08-30,11.3,56682,3,No,Master,Married,No,1,3,Miami
E101269,Lisa,Thomas,Male,58,Operations,Operations Analyst,2022-06-27,3.5,67193,4,No,High School,Married,No,37,6,Denver
E101270,Robert,Miller,Female,30,Customer Support,Support Agent,2016-11-12,9.1,44277,4,No,Master,Single,Yes,50,8,Phoenix
E101271,David,Johnson,Male,35,HR,HR Specialist,2024-04-10,1.7,79048,5,Yes,Bachelor,Single,No,38,3,Phoenix
E101272,James,Davis,Male,58,IT,IT Support,2014-03-15,11.8,89319,4,No,Bachelor,Divorced,No,49,1,Denver
E101273,Mary,Smith,Female,51,HR,HR Specialist,2019-04-14,6.7,75825,3,No,High School,Married,No,24,5,Phoenix
E101274,Lisa,Miller,Female,57,IT,IT Support,2012-11-05,13.2,88537,3,Yes,Bachelor,Single,Yes,16,2,Denver
E101275,James,Jackson,Female,46,Finance,Financial Analyst,2015-05-14,10.6,74835,3,No,Bachelor,Married,Yes,30,11,Phoenix
E101276,Michael,Johnson,Male,49,Customer Support,Support Agent,2015-03-04,10.8,48394,3,No,High School,Married,No,45,0,Boston
E101277,Susan,Martinez,Male,25,Customer Support,Support Agent,2014-05-24,11.6,69160,3,No,Bachelor,Single,Yes,3,15,Atlanta
E101278,Sarah,Davis,Male,58,Marketing,Marketing Specialist,2017-02-06,8.9,70776,4,No,Master,Single,Yes,41,8,Miami
E101279,Sarah,Brown,Female,25,HR,HR Manager,2022-05-30,3.6,54321,5,No,Master,Married,No,47,9,Boston
E101280,Karen,Miller,Female,48,IT,IT Support,2022-03-03,3.8,86269,4,No,Bachelor,Single,No,58,12,Dallas
E101281,Michael,Jackson,Female,24,Customer Support,Support Lead,2021-05-24,4.6,51737,2,No,Bachelor,Divorced,Yes,24,13,Atlanta
E101282,John,Jackson,Male,34,Finance,Accountant,2019-07-16,6.5,93405,3,No,Master,Single,Yes,50,15,Dallas
E101283,Daniel,Smith,Male,34,Finance,Financial Analyst,2015-03-04,10.8,92210,3,No,Associate,Single,Yes,18,10,Dallas
E101284,Jennifer,Miller,Female,57,Marketing,Marketing Specialist,2014-05-16,11.6,97958,3,No,Bachelor,Married,No,12,13,Miami
E101285,Karen,Williams,Female,30,Sales,Sales Rep,2023-08-12,2.4,79669,3,Yes,High School,Single,Yes,9,3,Phoenix
E101286,Mary,Martinez,Female,47,IT,Software Engineer,2020-03-10,5.8,77102,3,No,Master,Divorced,No,48,10,Denver
